,id,title,tags
354,48992,I Like It Like That,"lisett and husband chino face marit difficulties. she is fed up with the kids, while he ha job troubles. hi mother rosaria hate lisett and the neighborhood tramp ha design on chino. thing get even wors when chino goe to jail and lisett get a good job uptown. can thi marriag be saved? comedi drama romanc darnellmartin"
355,10879,I Love Trouble,"rival chicago report sabrina peterson (roberts) and peter brackett (nolte) reluctantli join forc to uncov a train wreck conspiraci and bite off more than they can chew while pursu the stori and bicker along the way - and fall in love, despit the fact that he' mani year older than she.sabrina is an ambitious, gift report will to do whatev it take to learn the truth about the train accident, which lead her into conflict, then reluct partnership, with fade star newsman peter who work for a rival paper. he is her polar opposite: he chase women, smoke cigars, and ha just publish hi first novel. dure their pursuit of the story, peter and sabrina clash over virtual everyth - he also subject sabrina to indec exposur in front of a group of boy scout after he catch her skinni dipping. action comedi romanc charlesshy"
356,10660,It Could Happen to You,"charli lang is a simple, kindheart new york citi cop. when he realiz he ha no money to tip waitress yvonn biasi, lang offer her half the win of hi lotteri ticket. amazingly, the ticket happen to be a winner, in the sum of $4 million. true to hi word, lang proce to share the prize money with biasi, which infuri hi greedi wife, muriel. not content with the arrangement, muriel begin scheme to take all the money. comedi drama romanc andrewbergman"
357,10714,The Jungle Book,"rais by wild anim sinc childhood, mowgli is drawn away from the jungl by the beauti kitty. but mowgli must eventu face corrupt capt. boone, who want both kitty' hand and the treasur of monkey citi – a place onli mowgli can find. adventur drama famili stephensomm"
358,41647,"The Wonderful, Horrible Life of Leni Riefenstahl","thi documentari recount the life and work of one of most famous, and yet reviled, german film director in history, leni riefenstahl. the film recount the rise of her career from a dancer, to a movi actor to the most import film director in nazi germani who direct such famou propaganda film as triumph of the will and olympiad. the film also explor her later activ after nazi germany' defeat in 1945 and her disgrac for be so associ with it which includ her amazingli activ life over the age of 90. documentari foreign raymüller"
359,8587,The Lion King,a young lion cub name simba can't wait to be king. but hi uncl crave the titl for himself and will stop at noth to get it. famili anim drama rogeral robminkoff
360,1689,Little Buddha,littl buddha is a movi about the life of siddhartha star keanu reev and bridget fonda and direct by bernardo bertolucci. drama histori bernardobertolucci
361,11596,New Nightmare,"freddy' back … and he' badder than ever! nancy, the histor nemesi of the man with the satan snarl and pitchfork fingers, discov that a new monstrou demon ha taken on freddy' persona. can nanci stop thi new threat in time to save her son? horror thriller mysteri fantasi wescraven"
362,854,The Mask,"when timid bank clerk stanley ipkiss discov a magic mask contain the spirit of the nors god loki, hi entir life changes. while wear the mask, ipkiss becom a supernatur playboy exud charm and confid which allow him to catch the eye of local nightclub singer tina carlyle. unfortunately, under the mask' influence, ipkiss also rob a bank, which anger junior crime lord dorian tyrell, whose goon get blame for the heist. romanc comedi crime fantasi chuckrussel"
363,9359,Maverick,"maverick is a gambler who would rather con someon than fight them. he need an addit three thousand dollar in order to enter a winner take all poker game that begin in a few days. he tri to win some, tri to collect a few debts, and recov a littl loot for the reward. he join forc with a woman gambler with a marvel southern accent as the two both tri and enter the game. action adventur comedi drama western richarddonn"
364,23333,Mrs. Parker and the Vicious Circle,"dorothi parker rememb the heyday of the algonquin round table, a circl of friend whose barb wit, like hers, wa fuel by alcohol and flirt with despair. drama alanrudolph"
365,36593,The Naked Gun 33⅓: The Final Insult,"frank drebin is persuad out of retir to go undercov in a state prison. there he is to find out what top terrorist, rocco, ha plan for when he escapes. frank' wife, jane, is desper for a baby.. thi add to frank' problems. a host of celebr at the academi award ceremoni are humili by frank as he blunder hi way tri to foil rocco. comedi crime peterseg"
366,12280,The Paper,"henri hackett is the editor of a new york citi tabloid. he is a workahol who love hi job, but the long hour and low pay are lead to discontent. also, publish berni white face financi straits, and ha hatchetman alicia clark, henry' nemesis, impos unpopular cutbacks. comedi drama ronhoward"
367,2788,Reality Bites,"a small circl of friend suffer from post-collegi blue must confront the hard truth about life, love and the pursuit of gain employment. as they struggl to map out surviv guid for the future, the gen-x quartet soon begin to realiz that realiti isn't all it' crack up to be. drama benstil"
368,10427,Red Rock West,"when a promis job for texan michael fail to materialis in wyoming, mike is mistaken by wayn to be the hitman he hire to kill hi unfaith wife, suzanne. mike take full advantag of the situation, collect the money and runs. dure hi getaway, thing go wrong, and soon get wors when he run into the real hitman, lyle. crime drama thriller johndahl"
369,11011,Ri¢hie Ri¢h,"billionair heir richi rich ha it all, includ reggi jackson as a bat coach and claudia schiffer as a person trainer -- but no playmates. what' more, scoundrel laurenc van dough is scheme to take over the famili empire. uh-oh! enter faith butler cadburi to save the day. comedi famili donaldpetri"
370,49803,Safe Passage,a mother with seven son feel like she' lose control of her life and her family. but personal... drama robertallanackerman
371,8987,The River Wild,"while on a famili vacation, raft expert gail take on a pair of arm killer while navig a spectacularli violent river. action adventur crime thriller curtishanson"
372,1637,Speed,"lo angel swat cop jack traven is up against bomb expert howard payne, who' after major ransom money. first it' a rig elev in a veri tall building. then it' a rig bus--if it slows, it will blow, bad enough ani day, but a nightmar in la traffic. and that' still not the end. action adventur crime jandebont"
373,15128,Speechless,a romant comedy. michael keaton and geena davi are speechwrit for compet polit campaigns. witti and amus for the polit junki amongst us. comedi romanc ronunderwood
374,8831,Timecop,"an offic for a secur agenc that regul time travel, must fend for hi life against a shadi politician who ha a tie to hi past. thriller sciencefict action crime peterhyam"
375,36955,True Lies,"harri tasker is a secret agent for the unit state government. for years, he ha kept hi job from hi wife, but is forc to reveal hi ident and tri to stop nuclear terrorist when he and hi wife are kidnap by them. action thriller jamescameron"
376,10449,When a Man Loves a Woman,"an airlin pilot and hi wife are forc to face the consequ of her alcohol when her addict threaten her life and their daughter' safety. while the woman enter detox, her husband must face the truth of hi enabl behavior. drama romanc luismandoki"
377,10395,Wolf,publish will randal becom a werewolf and ha to fight to keep hi job. fantasi mikenichol
378,12160,Wyatt Earp,"cover the life and time of one of the west' most icon hero wyatt earp weav an intric tale of earp and hi friend and family. with a star stud cast, sweep cinematographi and authent costum wyatt earp led the way dure the western reviv in the 90's. drama action western lawrencekasdan"
379,40480,Bad Company,"nelson crow is a cia oper under the thumb of the compani for a disput deliveri of $50,000 in gold. they blackmail him into work for the grime organization, which is set up as a privat compani for hire, to blackmail promin individuals. crowe, work with margaret well (anoth former covert oper operative), blackmail and bribe a state suprem court judge, but the deal sours. one of crowe' co-workers, tod stapp, discov crowe' current cia involv in a plot to overthrow grimes, and blackmail him to be cut in on the deal. more blackmail occur as well manipul crow to kill grimes, then the cia use that discoveri to blackmail well into kill crowe. who can you trust??? action crime romanc thriller damianharri"
380,52038,A Man of No Importance,"alfi byrn is a middle-ag bu conductor in dublin in 1963. he would appear to live a life of quiet desperation: he' gay, but firmli closeted, and hi sister is alway tri to find him ""the right girl"". hi passion is oscar wilde, hi hobbi is put on amateur theatr product in the local church hall. we follow him as he struggl with temptation, friendship, disapproval, and the conserv yet oddli lyric world of ireland in the earli 1960s. comedi drama surikrishnamma"
381,29444,S.F.W.,an alien and misanthrop teenag gain sudden and unwant celebr statu after he' taken hostag by terrorist where hi indiffer to their threat to kill him make news headlines. comedi drama jeferylevi
382,26352,A Low Down Dirty Shame,"a black detect becom embroil in a web of danger while search for a fortun in miss drug money. dure the cours of hi investigation, he encount variou old connections, ultim confront the crimin respons for shame' expuls from the force. he must also deal with two women, angela, a beauti old flame, and peaches, hi energet but annoy sidekick. action comedi crime keenenivorywayan"
383,39953,"Boys Life: Three Stories of Love, Lust, and Liberation","each of the three short film in thi collect present a young gay man at the threshold of adulthood. in ""pool days,"" justin is a 17-year old bethesda lad, hire as the even life guard at a fit center. in the cours of the summer, he realiz and embrac that he' gay. in ""a friend of dorothy,"" winston arriv from upstat for hi freshman year at nyu. he ha to figur out, with some help from anne, a hometown friend, how to build a social life as a young gay man in the city. in ""the disco years,"" tom look back on 1978, the year in high school that he came out of the closet after one joy and sever pain encount drama robertleek briansloan raoulo'connel"
384,41580,Colonel Chabert,"colonel chabert ha been sever wound in the french-russian napoleon war to the point that the medic examin ha sign hi death certificate. when he regain hi health and memory, he goe back to paris, where hi ""widow"", ann ha marri the count ferraud and is financ hi rise to power use chabert' money. chabert hire a lawyer to help him get back hi money and hi honor. drama yvesangelo"
385,315,"Faster, Pussycat! Kill! Kill!","three stripper seek thrill encount a young coupl in the desert. after dispatch the boyfriend, they take the girl hostag and begin scheme on a crippl old man live with hi two son in the desert, reputedli hide a tidi sum of cash. they becom hous guest of the old man and tri and seduc the son in an attempt to locat the money, not realiz that the old man ha a few sinist intent of hi own. action crime russmey"
386,22067,Jason's Lyric,the stori of a young man who must confront hi own fear about love as well as hi relationship with famili and friends. crime drama romanc dougmchenri
387,18242,The Secret Adventures of Tom Thumb,a boy born the size of a small doll is kidnap by a genet lab and must find a way back to hi father in thi invent adventur film use stop motion anim techniques. anim sciencefict daveborthwick
388,11667,Street Fighter,col. guil and variou other martial art hero fight against the tyranni of dictat m. bison and hi cohorts. action adventur thriller stevene.desouza
389,32502,Coldblooded,"cosmo, an affectless mob booki who live in the basement of a retir home, is promot to hitman. he learn hi new trade from steve, a season killer. he fall in love with a yoga teacher, jasmine, and must figur out a way to leav the mob so they can be together. action comedi wallacewolodarski"
390,267188,Desert Winds,"jacki and eugen are join by a mystic wind tunnel which enabl them to speak across a 500-mile desert. believ by the indian to be an omen of good luck, the wind inspir both charact to face their fear and follow their hearts. michaela.nickl"
391,28732,Fall Time,"three young men decid to plan a mock kidnapping, but everyth goe wrong becaus a real bank robberi wa alreadi plan by two other guys. action adventur crime drama thriller paulwarn"
392,75555,The Fear,a weekend of 'fear therapy' turn into a nightmar of terror when a mannequin come to life. onli those with the courag to confront their demon will survive. horror thriller vincentrobert
393,42981,Frank and Ollie,"befor comput graphics, special effect wizardry, and out-of-thi world technology, the magic of anim flow from the pencil of two of the greatest anim the walt disney compani ever produc -- frank thoma and olli johnston. frank and ollie, the talent behind bambi, pinocchio, ladi and the tramp, the jungl book, and others, set the standard for such modern-day hit as the lion king. it wa their creativ geniu that help make disney synonym with brilliant animation, magnific music, and emot storytelling. take a journey with these extraordinari artist as they share secrets, insights, and the inspir behind some of the greatest anim movi the world ha ever known! documentari theodorethoma"
394,278939,Girl in the Cadillac,"a runaway teenag girl and a drifter rob a bank, hit the road to elud the texa ranger and find love on the run. romanc adventur crime drama lucasplatt"
395,291731,Homage,"the young caretak at the estat of a reclus woman develop a danger obsess with her daughter, a sexi televis star. unexpect twist and turns. thriller drama rosskaganmark"
396,226229,Mirage,matteo juarez is a retir detect hire by a local businessman to follow hi wife jennifer. she ha a split person and seem to be put herself in danger without know it. action thriller paulwilliam
397,203119,Open Season,"when the televis rate machin suddenli malfunction, public televis suddenly, but mistakenly, soar to #1 in thi humor satire. comedi robertwuhl"
398,172923,Dos Crímenes,"greed and play into the hand of provid provid the focu of thi mexican comedi adapt from a novel by jorg ibarguengoitia. marcos, an architect, ha just return to the home of hi wealthi uncl ramon after squander hi money in mexico citi and subsequ find himself fals accus of a crime. although he is flat-broke, he conceal thi from ramon, tell him that he ha return home to buy a local gold mine. marco find the lie come easili as begin tri to induc hi uncl to fund hi endeavor. irasc ramon, who like marco for hi similar love of drink and smoke is duped, but ramon' son are not fool by marcos. to them he is a threat, and they fear he will be place in the will. soon all of them are tri to out-manipul each other. even ramon, who is not as innoc as he appear is involv in the mayhem. robertosneid"
399,316098,Brother Minister: The Assassination of Malcolm X,"brother minist reveal the mysteri surround the assassin of malcolm x at the audubon ballroom in new york citi on februari 21, 1965. it probe the innoc of two of the ... documentari jackbaxt jefriaalmuham"
400,8011,Highlander: The Final Dimension,"start off in the 15th century, with connor mcleod (christoph lambert) train with anoth immort swordsman, the japanes sorcer nakano (mako). when an evil immort name kane (mario van peebles) kill the old wizard, the result battl leav him buri in an underground cave. when kane resurfac in the 20th centuri to creat havoc, it' up to mcleod to stop him. action fantasi sciencefict andrewmorahan"
401,171857,Federal Hill,"in providence' italian neighborhood, feder hill, five young are immers in drugs, crime and violence. everyth chang when one of the guy in the band know love. michaelcorrent"
402,2654,In the Mouth of Madness,"with the disappear of hack horror writer sutter cane, all hell is break loose...literally! author cane, it seems, ha a knack for descript that realli bring hi evil creepy-crawli to life. insur investig john trent is sent to investig cane' mysteri vanish act and end up in the sleepi littl east coast town of hobb' end. horror mysteri thriller johncarpent"
403,18069,8 Seconds,"thi film chronicl the life of lane frost, 1987 prca bull ride world champion, hi marriag and hi friendship with tuff hedeman (three-tim world champion) and codi lambert. drama romanc johng.avildsen"
404,19092,Above the Rim,"stori of a promis high school basketbal star and hi relationship with two brothers, one a drug dealer and the other a former basketbal star fallen on hard time and now employ as a secur guard. crime drama jeffpollack"
405,2758,Addams Family Values,"sibl wednesday and pugsley addam will stop at noth to get rid of pubert, the new babi boy ador by parent gomez and morticia. thing go from bad to wors when the new ""black widow"" nanny, debbi jellinsky, launch her plan to add fester to her collect of dead husbands. comedi famili fantasi barrysonnenfeld"
406,38129,Martin Lawrence: You So Crazy,"stand up comedi by martin lawrence, film in the majest theater in new york city. martin lawrenc talk about everyth from racism, to relationships, to hi childhood. comedi thomasschlamm"
407,10436,The Age of Innocence,"tale of 19th centuri new york high societi in which a young lawyer fall in love with a woman separ from her husband, while he is engag to the woman' cousin. drama romanc martinscorses"
408,13595,Airheads,the lone ranger have heavy-met dream and a singl demo tape they can't get anyon to play. the solution: hijack an am rock station and hold the deejay hostag until they agre to broadcast the band' tape. comedi crime music michaellehmann
409,46094,The Air Up There,"jimmi dolan is a colleg basketbal coach who want a big promotion. to get it, he need to make a dramat find. he end up deep in africa, hope to recruit saleh, a huge basketbal prodigi jimmi glimps in a home movie. but saleh is the chief' son and ha respons at home, sinc the tribe' land is threaten by a mine compani with it own hotshot basketbal team. comedi famili paulmichaelglas"
410,9409,Another Stakeout,"chri and bill are call upon for their excel surveil record to stakeout a lakesid home where a mafia trial wit is believ to be head or alreadi hiding. unlik their earlier _stakeout_, thi time they are accompani by gina garret from the da' offic and her pet rottweil 'archie'; their cover, husband and wife with son bill. action comedi johnbadham"
411,11853,Bad Girls,"four former harlot tri to leav the wild west (colorado, to be exact) and head north to make a better life for themselves. unfortun someon from cody' past won't let it happen that easily. action adventur comedi drama western jonathankaplan"
412,16771,Barcelona,"dure the 1980s, uptight ted boynton is a salesman work in the barcelona offic of a chicago-bas company. he receiv an unexpect visit from hi cousin fred, a naval offic who ha come to spain on a public relat mission for a u.s. fleet. not exactli friend in the past, ted and fred strike up relationship with women in the spanish citi and experi conflict -- ted with hi employer, and fred with the barcelona community. comedi drama romanc whitstillman"
413,46924,Being Human,one man must learn the mean of courag across four lifetim centuri apart. drama comedi fantasi billforsyth
414,11041,The Beverly Hillbillies,"jed clampett and kin move from arkansa to beverli hill when he becom a billionaire, after an oil strike. the countri folk are veri naiv with regard to life in the big city, so when jed start a search for a new wife there are inevit plenti of taker and con artist readi to make a fast buck comedi penelopespheeri"
415,306,Beverly Hills Cop III,"back in sunni southern california and on the trail of two murderers, axel foley again team up with la cop billi rosewood. soon, they discov that an amus park is be use as a front for a massiv counterfeit ring – and it' run by the same gang that shot billy' boss. action comedi crime johnlandi"
416,14522,Black Beauty,"the fate of horses, and the peopl who own and command them, are reveal as black beauti narrat the circl of hi life. action adventur drama famili carolinethompson"
417,26203,Blink,"emma is an attract girl in her 20 who ha been blind for 20 years. a new type of eye oper partial restor her sight, but she is have problems: sometim she doesn't ""remember"" what she' seen until later. one night she is awaken by a commot upstairs. peer out of her door, she see a shadowi figur descend the stairs. convinc that her neighbour ha been murder she approach the police, onli to find that she is unsur if it wa just her new eye play trick on her. mysteri crime drama thriller michaelapt"
418,178,Blown Away,blown away tell the stori of jimmi dove who work for the boston bomb squad. shortli after dove leav the forc hi partner is kill by a bomb that dove think might have been made by someon he knows. drama action thriller stephenhopkin
419,19819,Blue Chips,"pete bell, a colleg basketbal coach is under a lot of pressure. hi team aren't win and he cannot attract new players. the star of the futur are secretli be paid by boosters. thi practic is forbidden in the colleg game, but pete is desper and ha pressur from all around. drama williamfriedkin"
420,57834,Blue Sky,"hank marshal is a tough, square-jawed, straitlac armi engin and nuclear scienc expert, assign to help conduct weapons-test in 1950' america. hank ha becom a thorn in the side of the army, though, for a coupl of veri differ reasons. he is an outspoken oppon of atmospher testing, though hi superior hold contrari view and want to squelch hi concerns...and hi reports. the other problem is hi wife, carly. she is voluptu and volatile, wreak havoc in hi person life and stir up intrigu at each new armi base. drama romanc tonyrichardson"
421,4722,Body Snatchers,"when environment protect agenc inspector steve malon travel to a remot militari base in order to check for toxic materials, he bring hi famili along for the ride. after arriv at the base, hi teenag daughter marti befriend jean platt, daughter of the base' commander, gener platt. when peopl at the base begin act strangely, marti becom convinc that they are slowli be replac by plant-lik aliens. horror sciencefict thriller abelferrara"
422,18215,Boxing Helena,"a top surgeon is besot with a beauti woman who onc ditch him. unabl to come to term with life without her, he tri to convinc her that they need each other. she ha other ideas, but an horrif accid leav her at hi mercy. the plot is bizarr and perhap sick at times, end abruptli and with a twist. drama romanc jenniferchamberslynch"
423,1607,A Bronx Tale,"set in the bronx dure the tumultu 1960s, an adolesc boy is torn between hi honest, working-class father and a violent yet charismat crime boss. complic matter is the youngster' grow attract - forbidden in hi neighborhood - for a beauti black girl. drama crime robertdeniro"
424,26391,Cabin Boy,"a foul-mouth finish school graduat mistakenli wind up on an ill-fat fish boat, and face the wrath of a crew that consid him bad luck. comedi adamresnick"
425,117553,Calendar Girl,"like mani adolesc boys, roy darpinian had the hot for movi divas, and one in particular wa hi wet dream as half of america' in the 1950s: marilyn monroe. the differ is, one summer holiday he actual decid to enlist hi spineless buddies, scott foreman and ned bleuer, to actual drive all the way to hollywood and make as mani desper attempt as it take to meet her or get arrest trying, and no setback or embarrass (even publicli bare-ass) can stop or distract him. against all odds, he final even got a chanc to help her... drama comedi johnwhitesel"
426,6075,Carlito's Way,"a puerto-rican ex-con, just releas from prison, pledg to stay away from drug and violenc despit the pressur around him and lead on to a better life outsid of nyc. action crime drama thriller briandepalma"
427,11310,City Slickers II: The Legend of Curly's Gold,"on mitch robbin 40th birthday begin quit well until he return home and find hi brother glen, the black sheep of the family, in hi sofa. nevertheless he is about to have a wonder birthday-night with hi wife when he discov a treasur map of curli by chance. togeth with phil and unfortun with glen he tri to find the hidden gold of curly' father in the desert of arizona. action comedi drama western paulweiland"
428,18658,Clean Slate,"pogu is a privat eye with a problem: everi morn when he wake up, he ha total amnesia, wake up with a 'blank slate'. sinc he is in the middl of a hot investig and ha a develop romance, thi is less than convenient. comedi thriller mysteri mickjackson"
429,9350,Cliffhanger,"a year after lose hi friend in a tragic 4,000-foot fall, former ranger gabe walker and hi partner, hal, are call to return to the same peak to rescu a group of strand climbers, onli to learn the climber are actual thiev hijack who are look for box full of money. action adventur thriller rennyharlin"
430,9612,Coneheads,"with enorm cone-shap heads, robotlik walk and an appetit for toilet paper, alien beldar and prymatt don't exactli blend in with the popul of paramus, n.j. but for some reason, everyon believ them when they say they'r from france! as the odd ""saturday night live"" charact settl into middle-class life in thi feature-length comedy, a neighbor admir their daughter. comedi sciencefict famili stevebarron"
431,2124,Color of Night,"when new york psychiatrist bill capa visit lo angel to take over hi murder colleague' therapi group, he find himself embroil in the thick of a mysteri when he bump into rose and begin a torrid affair. drama mysteri romanc thriller richardrush"
432,26261,Cops & Robbersons,"hard-as-nail cop jake stone move in with the robberson so he can watch a hitman who ha move in next door. the hitman is one thing, but can you surviv the robberson family. action comedi famili michaelritchi"
433,19176,The Cowboy Way,"two championship rodeo partner travel to new york to find their miss friend, nacho salazar who went miss there. western action comedi greggchampion"
434,49299,Dangerous Game,"a new york film director, work on hi latest movi in lo angeles, begin to reflect the action in hi movi and real life, especi when he begin an affair with the lead actress. drama abelferrara"
435,11566,Dave,"bill mitchel is the philand and distant presid of the unit states. dave kovic is a sweet-natur and care temp agenc operator, who by a stagger coincid look exactli like the president. as such, when mitchel want to escap an offici luncheon, the secret servic hire dave to stand in for him. unfortunately, mitchel suffer a sever stroke whilst have sex with one of hi aides, and dave find himself stuck in the role indefinitely. the corrupt and manipul chief of staff, bob alexander, plan to use dave to elev himself to the white hous - but unfortunately, he doesn't count on dave enjoy himself in office, use hi luck to make the countri a better place, and fall in love with the beauti first lady... comedi ivanreitman"
436,9571,Dazed and Confused,"the adventur of a group of texa teen on their last day of school in 1976, center on student randal floyd, who move easili among stoners, jock and geeks. floyd is a star athlete, but he also like smoke weed, which present a conundrum when hi footbal coach demand he sign a ""no drugs"" pledge. comedi drama richardlinklat"
437,9739,Demolition Man,"simon phoenix, a violent crimin cryogen frozen in 1996, ha escap dure a parol hear in 2032 in the utopia of san angeles. polic are incap of deal with hi violent way and turn to hi captor, john spartan, who had also been cryogen frozen when wrong accus of kill 30 innoc peopl while apprehend phoenix. crime action sciencefict marcobrambilla"
438,24257,The Endless Summer 2,"bruce brown, king of surf documentaries, return after nearli thirti year to trace the step of two young surfer to top surf spot around the world. along the way we see mani of the peopl and local bruce visit dure the film of endless summer (1966). documentari brucebrown"
439,34444,Even Cowgirls Get the Blues,"sissi hankshaw (uma thurman) is born with enorm thumb that help her hitchhik through the us from a young age. she becom a model in advertis and her ny agent 'the countess' (john hurt) send her to hi ranch in ca to shoot a commercial, set against the background of mate whoop cranes. there, she befriend bonanza jellybean (rain phoenix), one of the cowgirl at the beauty- ranch. western drama comedi romanc gusvans"
440,26141,Fatal Instinct,"a spoof of the late 80 and earli 90 suspens thriller and murder mysteries, includ basic instinct, sleep with the enemy, cape fear and others. a cop/attorney (ye he' both) is seduc by a woman while hi wife is have an affair with a mechanic. lot of other sublot and visual gag in the style of nake gun. comedi carlrein"
441,10997,Farewell My Concubine,"abandon by hi prostitut mother in 1920, douzi wa rais by a theater troupe. there he meet shitou and over the follow year the two develop an act entitled, ""farewel my concubine,"" that bring them fame and fortune. when shitou marri juxian, doutzi becom jealous, the begin of the act duo' explos breakup and tragic fall take root. drama chenkaig"
442,50463,The Favor,"kathi is marri to peter. now she can't help but wonder how thing could have been if she got togeth with her old boyfriend, tom. be marri prevent from do that so she ask her friend, emili to go to him and see if she can sleep with him then tell kathi how it was. when emili tell kathi that thing were awesome, their friendship suffers, at the same so doe kathy' marriage. thing get even more complic when emili learn she' pregnant, and she' not certain if it' tom' or her boyfriend, elliot. drama comedi romanc donaldpetri"
443,10443,Fearless,"after a terribl air disaster, survivor max klein emerg a chang person. unabl to connect to hi former life or to wife laura, he feel godlik and invulnerable. when psychologist bill perlman is unabl to help max, he ha max meet anoth survivor, carla rodrigo, who is rack with grief and guilt sinc her babi die in the crash which she and max survived. drama peterweir"
444,20239,Fear of a Black Hat,"chronicl the controversi career of bad boy n.w.h. (niggaz with hats), thi uproari 'mockumentary' lampoon all of hardcor rap' hot-button issues. thi underground laugh riot recount the rise, fall and resurrect of a clueless bunch of would-b rappers, ice cold, tone-def &amp; tasti tast perform as n.w.h. comedi rustycundieff"
445,16297,With Honors,"convinc he'll graduat with honor becaus of hi thesi paper, a stuffi harvard student find hi paper be held hostag by a homeless man, who might be the guy to school the young man in life. comedi drama alekkeshishian"
446,18551,Flesh and Bone,"some thirti year after arli wit hi father murder a family, he run into kay, who happen to be the family' babi who wa spared. kay and arli suspect noth about each other, but when hi father returns, old wound are reopened. drama mysteri romanc steveklov"
447,25440,Widows' Peak,scandal and mysteri reign follow the arriv of edwina in a small irish town popul entir by widows. edwina quickli fall out with the local while also fall in with the son of the community' leader comedi thriller mysteri romanc foreign johnirvin
448,9024,For Love or Money,"new york concierg doug ireland want to go into busi for himself and refurbish a hotel on roosevelt island, n.y., but he need an investor. with a few week left befor hi option on the site run out, doug agre to help wealthi christian hanov conceal hi affair with salesgirl andi hart from hi wife. despit hi own attract to andy, doug tri to stay focus on get christian to invest $3 million in hi project. comedi romanc barrysonnenfeld"
449,37233,The Firm,"mitch mcdeer is a young man with a promis futur in law. about to sit hi bar exam, he is approach by 'the firm' and made an offer he doesn't refuse. seduc by the money and gift shower on him, he is total oblivi to the more sinist side of hi company. then, two associ are murdered. the fbi contact him, ask him for inform and suddenli hi life is ruined. he ha a choic - work with the fbi, or stay with the firm. either way he will lose hi life as he know it. mitch figur the onli way out is to follow hi own plan... drama mysteri thriller sydneypollack"
450,1634,Free Willy,"when maladjust orphan jess vandal a theme park, he is place with foster parent and must work at the park to make amends. there he meet willy, a young orca whale who ha been separ from hi family. sens kinship, they form a bond and, with the help of kindli whale trainer rae lindley, develop a routin of tricks. however, greedi park owner dial soon catch wind of the duo and make plan to profit from them. famili adventur simonwinc"
451,13815,Fresh,"michael is a 12-year-old drug pusher who live in a crowd hous with hi cousin and aunt. hi father ha becom a street bum,but still meet with fresh on occas to play chess. fresh is rather quiet in a crazi world. fresh' sister is a junki who sleep with the dealer that fresh sell for. as the stori progress fresh realiz that he doesn't want to sell drug anymor - he want revenge. crime drama thriller boazyakin"
452,5503,The Fugitive,"wrong accus of murder hi wife, richard kimbl escap from the law in an attempt to find her killer and clear hi name. pursu him is a team of u.s. marshal led by deputi samuel gerard, a determin detect who will not rest until richard is captured. as richard lead the team through a seri of intric chases, he discov the secret behind hi wife' death and struggl to expos the killer befor it is too late. adventur action thriller crime mysteri andrewdavi"
453,35588,Geronimo: An American Legend,"the apach indian have reluctantli agre to settl on a us govern approv reservation. not all the apach are abl to adapt to the life of corn farmers. one in particular, geronimo, is restless. push over the edg by broken promis and necessari action by the government, geronimo and thirti or so other warrior form an attack team which humili the govern by evad capture, whi histori action drama western walterhil"
454,2087,The Getaway,"doc mccoy is put in prison becaus hi partner chicken out and flew off without him after exchang a prison with a lot of money. doc know jack benyon, a rich ""business""-man, is up to someth big, so he tell hi wife (carol mccoy) to tell him that he' for sale if benyon can get him out of prison. benyon pull some string and doc mccoy is releas again. unfortun he ha to cooper with the same person that got him to prison. drama action thriller rogerdonaldson"
455,41579,Getting Even with Dad,"ray, an ex-con and widower, is plan a coin heist with two accomplic to help him to buy hi own bakery. however, he doesn't expect hi son timmy, who wa live with ray' sister, to show up at the hous right in the middl of planning. timmi is ignor and ray and hi buddi pull off the heist. timmi get hi father' attent by steal the coin and hide them. to get them back, hi father must take him to a number of differ place and treat him like he enjoy hi presence. they grow fond of each other but timmi won't stay with hi dad unless he give up the coins. famili comedi crime howarddeutch"
456,18620,Go Fish,"max is a trendy, pretty, young lesbian, who is have troubl find love. a friend set her up with ely, whom max likes, but eli is frumpy, homely, and older. nor do they have much in common. can max learn to look past the packaging? drama romanc rosetroch"
457,41006,A Good Man in Africa,"morgan leafi is a secretari to the british high commission to an africa nation. leafi is a man that make himself use to hi boss, the snobbish arthur fanshawe, who ha no clue about what' go on around him, but who want to use hi secretari to carri on hi dirti work, which involv get one of the most power men in the countri to do busi with hi country.th young secretari ha an eye for beauti women around him, especi hazel, a nativ beauty, with whom he is have an affair. thing get complic becaus sam adekunle, a man run for presid of the country, want a favor from leafi in return after he ha accept the invit to visit london. the proposit involv sway a promin doctor' opposit to a plan that will make adenkul filthi rich. comedi drama bruceberesford"
458,4916,Guilty as Sin,"befor a crimin lawyer know what ha happened, she is forc to defend a wife killer she know is guilty. drama thriller sidneylumet"
459,2019,Hard Target,"when a woman' father goe missing, she enlist a local to aid in her search. the pair soon discov that her father ha die at the hand of a wealthi sportsman who hunt homeless men as a form of recreation. action adventur crime thriller johnwoo"
460,31642,Heaven & Earth,"le ly live in a small vietnames villag whose seren is shatter when war break out. caught between the viet cong and the south vietnames army, the villag is all but destroyed. after be both brutal and raped, le ly resolv to flee. she leav for the city, surviv desper situations, but surviv nonetheless. eventu she meet a u.s. marin name steve butler who treat her kindli and tell her he would like to be marri -- mayb to her. histori war action drama oliverston"
461,9255,Hot Shots! Part Deux,"topper harley is found to be work as an odd-job-man in a monastery. the cia want him to lead a rescu mission into iraq, to rescu the last rescu team, who went in to rescu the last rescu team who... who went in to rescu hostag left behind after desert storm. action comedi war jimabraham"
